StepID,DOY,Time1,Time2,Hours,StepLength,SL_Hour,Pack,,
884,357,22/12/2021 11:01,22/12/2021 15:00,3.983333333,1321.643493,330.4108732,Riley Creek,,
885,357,22/12/2021 15:00,22/12/2021 19:00,4,2672.273739,668.0684347,Riley Creek,,
886,357,22/12/2021 19:00,22/12/2021 23:00,4,570.1864917,142.5466229,Riley Creek,,
887,357,22/12/2021 23:00,23/12/2021 3:01,4.016666667,2.922412785,0.730603196,Riley Creek,,
888,358,23/12/2021 3:01,23/12/2021 7:01,4,1.226178238,0.306544559,Riley Creek,,
889,358,23/12/2021 7:01,23/12/2021 11:00,3.983333333,2.340885729,0.585221432,Riley Creek,,
890,358,23/12/2021 11:00,23/12/2021 15:00,4,12.49561367,3.123903418,Riley Creek,,
891,358,23/12/2021 15:00,23/12/2021 19:00,4,765.7751314,191.4437828,Riley Creek,,
892,358,23/12/2021 19:00,23/12/2021 23:00,4,1618.768847,404.6922118,Riley Creek,,
893,358,23/12/2021 23:00,24/12/2021 3:00,4,1739.849342,434.9623356,Riley Creek,,
894,359,24/12/2021 3:00,24/12/2021 7:00,4,5.491412833,1.372853208,Riley Creek,,
895,359,24/12/2021 7:00,24/12/2021 11:01,4.016666667,2.403691961,0.60092299,Riley Creek,,
896,359,24/12/2021 11:01,24/12/2021 15:00,3.983333333,4127.262044,1031.815511,Riley Creek,,
897,359,24/12/2021 15:00,24/12/2021 19:01,4.016666667,2326.881288,581.7203221,Riley Creek,,
898,359,24/12/2021 19:01,24/12/2021 23:00,3.983333333,5747.139229,1436.784807,Riley Creek,,
899,359,24/12/2021 23:00,25/12/2021 3:00,4,892.4519119,223.112978,Riley Creek,,
900,360,25/12/2021 3:00,25/12/2021 7:00,4,0,0,Riley Creek,,
901,360,25/12/2021 7:00,25/12/2021 11:01,4.016666667,1553.035848,388.2589619,Riley Creek,,
902,360,25/12/2021 11:01,25/12/2021 15:00,3.983333333,3840.106735,960.0266837,Riley Creek,,
903,360,25/12/2021 23:00,26/12/2021 3:01,4.016666667,33.59151047,8.397877618,Riley Creek,,
904,361,26/12/2021 3:01,26/12/2021 7:01,4,7.789760058,1.947440014,Riley Creek,,
905,361,26/12/2021 7:01,26/12/2021 11:01,4,2548.692183,637.1730457,Riley Creek,,
906,361,26/12/2021 11:01,26/12/2021 15:00,3.983333333,18.65998217,4.664995542,Riley Creek,,
907,361,26/12/2021 15:00,26/12/2021 19:00,4,2540.441815,635.1104538,Riley Creek,,
908,361,26/12/2021 19:00,26/12/2021 23:01,4.016666667,49.10289795,12.27572449,Riley Creek,,
909,361,26/12/2021 23:01,27/12/2021 3:01,4,2.129819328,0.532454832,Riley Creek,,
910,362,27/12/2021 3:01,27/12/2021 7:01,4,2.942335639,0.73558391,Riley Creek,,
911,362,27/12/2021 7:01,27/12/2021 11:00,3.983333333,5.299785029,1.324946257,Riley Creek,,
912,362,27/12/2021 11:00,27/12/2021 15:00,4,5.064319071,1.266079768,Riley Creek,,
913,362,27/12/2021 15:00,27/12/2021 19:00,4,5.489034153,1.372258538,Riley Creek,,
914,362,27/12/2021 19:00,27/12/2021 23:01,4.016666667,7.445339234,1.861334808,Riley Creek,,
915,362,27/12/2021 23:01,28/12/2021 3:00,3.983333333,4.860501386,1.215125347,Riley Creek,,
916,363,28/12/2021 3:00,28/12/2021 7:01,4.016666667,37.27121274,9.317803186,Riley Creek,,
917,363,28/12/2021 7:01,28/12/2021 11:00,3.983333333,68.70336098,17.17584025,Riley Creek,,
918,363,28/12/2021 11:00,28/12/2021 15:01,4.016666667,139.3580402,34.83951005,Riley Creek,,
919,363,28/12/2021 15:01,28/12/2021 19:00,3.983333333,1252.993994,313.2484985,Riley Creek,,
920,363,28/12/2021 19:00,28/12/2021 23:00,4,1280.812722,320.2031805,Riley Creek,,
921,363,28/12/2021 23:00,29/12/2021 3:00,4,11.17511562,2.793778905,Riley Creek,,
922,364,29/12/2021 3:00,29/12/2021 7:00,4,5.97184156,1.49296039,Riley Creek,,
923,364,29/12/2021 7:00,29/12/2021 11:01,4.016666667,26.35608345,6.589020863,Riley Creek,,
924,364,29/12/2021 11:01,29/12/2021 15:00,3.983333333,248.4633343,62.11583359,Riley Creek,,
925,364,29/12/2021 15:00,29/12/2021 19:00,4,238.9201047,59.73002617,Riley Creek,,
926,364,29/12/2021 19:00,29/12/2021 23:00,4,30.67296094,7.668240235,Riley Creek,,
927,364,29/12/2021 23:00,30/12/2021 3:00,4,3024.808202,756.2020505,Riley Creek,,
928,365,30/12/2021 3:00,30/12/2021 7:00,4,1.226193558,0.30654839,Riley Creek,,
929,365,30/12/2021 7:00,30/12/2021 11:01,4.016666667,4038.691359,1009.67284,Riley Creek,,
930,365,30/12/2021 11:01,30/12/2021 15:00,3.983333333,1.607128805,0.401782201,Riley Creek,,
931,365,30/12/2021 15:00,30/12/2021 19:00,4,1.936168352,0.484042088,Riley Creek,,
932,365,30/12/2021 19:00,30/12/2021 23:00,4,4380.632437,1095.158109,Riley Creek,,
933,365,30/12/2021 23:00,31/12/2021 3:01,4.016666667,1.639398282,0.40984957,Riley Creek,,
934,1,31/12/2021 3:01,31/12/2021 7:00,3.983333333,1.322197089,0.330549272,Riley Creek,,
935,1,31/12/2021 7:00,31/12/2021 11:01,4.016666667,7065.915422,1766.478855,Riley Creek,,
936,1,31/12/2021 11:01,31/12/2021 15:00,3.983333333,5795.86789,1448.966973,Riley Creek,,
937,1,31/12/2021 15:00,31/12/2021 19:00,4,1554.909281,388.7273203,Riley Creek,,
938,1,31/12/2021 19:00,31/12/2021 23:00,4,5187.801303,1296.950326,Riley Creek,,
939,1,31/12/2021 23:00,1/1/2022 3:01,4.016666667,4887.776941,1221.944235,Riley Creek,,
940,2,1/1/2022 3:01,1/1/2022 7:00,3.983333333,1859.255149,464.8137873,Riley Creek,,
941,2,1/1/2022 7:00,1/1/2022 11:01,4.016666667,13317.69718,3329.424294,Riley Creek,,
942,2,1/1/2022 11:01,1/1/2022 15:00,3.983333333,3187.581101,796.8952753,Riley Creek,,
943,2,1/1/2022 15:00,1/1/2022 19:00,4,1308.860915,327.2152288,Riley Creek,,
944,2,1/1/2022 19:00,1/1/2022 23:00,4,2355.010081,588.7525203,Riley Creek,,
945,2,1/1/2022 23:00,2/1/2022 3:00,4,2.127048694,0.531762173,Riley Creek,,
946,3,2/1/2022 3:00,2/1/2022 7:00,4,2213.329332,553.3323331,Riley Creek,,
947,3,2/1/2022 7:00,2/1/2022 11:01,4.016666667,3500.173829,875.0434573,Riley Creek,,
948,3,2/1/2022 11:01,2/1/2022 15:01,4,3633.067294,908.2668236,Riley Creek,,
949,3,2/1/2022 15:01,2/1/2022 19:00,3.983333333,8462.183292,2115.545823,Riley Creek,,
950,3,2/1/2022 19:00,2/1/2022 23:01,4.016666667,2.135287993,0.533821998,Riley Creek,,
951,3,2/1/2022 23:01,3/1/2022 3:00,3.983333333,2139.888798,534.9721995,Riley Creek,,
952,4,3/1/2022 3:00,3/1/2022 7:00,4,3217.821797,804.4554491,Riley Creek,,
953,4,3/1/2022 7:00,3/1/2022 11:01,4.016666667,595.0408254,148.7602064,Riley Creek,,
954,4,3/1/2022 11:01,3/1/2022 15:01,4,10781.13899,2695.284747,Riley Creek,,
955,4,3/1/2022 15:01,3/1/2022 19:01,4,2660.981075,665.2452688,Riley Creek,,
956,4,3/1/2022 19:01,3/1/2022 23:00,3.983333333,1.526846513,0.381711628,Riley Creek,,
957,4,3/1/2022 23:00,4/1/2022 3:00,4,5.80893324,1.45223331,Riley Creek,,
958,5,4/1/2022 3:00,4/1/2022 7:00,4,1.610030788,0.402507697,Riley Creek,,
959,5,4/1/2022 7:00,4/1/2022 11:00,4,7082.586441,1770.64661,Riley Creek,,
960,5,4/1/2022 11:00,4/1/2022 15:01,4.016666667,5049.020304,1262.255076,Riley Creek,,
961,5,4/1/2022 15:01,4/1/2022 19:00,3.983333333,8073.399126,2018.349782,Riley Creek,,
962,5,4/1/2022 19:00,4/1/2022 23:00,4,7.934173558,1.98354339,Riley Creek,,
963,5,4/1/2022 23:00,5/1/2022 3:00,4,5.296797644,1.324199411,Riley Creek,,
964,6,5/1/2022 3:00,5/1/2022 7:00,4,2.895630825,0.723907706,Riley Creek,,
965,6,5/1/2022 7:00,5/1/2022 11:00,4,0,0,Riley Creek,,
966,6,5/1/2022 11:00,5/1/2022 15:00,4,8.781273954,2.195318488,Riley Creek,,
967,6,5/1/2022 15:00,5/1/2022 19:01,4.016666667,9.147463703,2.286865926,Riley Creek,,
968,6,5/1/2022 19:01,5/1/2022 23:00,3.983333333,5.464149943,1.366037486,Riley Creek,,
969,6,5/1/2022 23:00,6/1/2022 3:00,4,1035.573874,258.8934684,Riley Creek,,
970,7,6/1/2022 3:00,6/1/2022 7:00,4,2.941072247,0.735268062,Riley Creek,,
971,7,6/1/2022 7:00,6/1/2022 11:00,4,7986.765699,1996.691425,Riley Creek,,
972,7,6/1/2022 11:00,6/1/2022 15:01,4.016666667,2060.647197,515.1617993,Riley Creek,,
973,7,6/1/2022 15:01,6/1/2022 19:00,3.983333333,1031.038677,257.7596693,Riley Creek,,
974,7,6/1/2022 19:00,6/1/2022 23:01,4.016666667,48.2050196,12.0512549,Riley Creek,,
975,349,14/12/2021 23:00,15/12/2021 3:00,4,2.836359453,0.709089863,CantwellCreek_plus_Windy,,
976,350,15/12/2021 3:00,15/12/2021 7:00,4,245.6347468,61.40868669,CantwellCreek_plus_Windy,,
977,350,15/12/2021 7:00,15/12/2021 11:00,4,4.165932776,1.041483194,CantwellCreek_plus_Windy,,
978,350,15/12/2021 11:00,15/12/2021 15:00,4,3.718587424,0.929646856,CantwellCreek_plus_Windy,,
979,350,15/12/2021 15:00,15/12/2021 19:01,4.016666667,564.3499294,141.0874824,CantwellCreek_plus_Windy,,
980,350,15/12/2021 19:01,15/12/2021 23:00,3.983333333,1911.818753,477.9546884,CantwellCreek_plus_Windy,,
981,350,15/12/2021 23:00,16/12/2021 3:00,4,1095.082677,273.7706694,CantwellCreek_plus_Windy,,
982,351,16/12/2021 3:00,16/12/2021 7:00,4,5.053861811,1.263465453,CantwellCreek_plus_Windy,,
983,351,16/12/2021 7:00,16/12/2021 11:01,4.016666667,0,0,CantwellCreek_plus_Windy,,
984,351,16/12/2021 11:01,16/12/2021 15:01,4,2.017738283,0.504434571,CantwellCreek_plus_Windy,,
985,351,16/12/2021 15:01,16/12/2021 19:00,3.983333333,4263.391958,1065.84799,CantwellCreek_plus_Windy,,
986,351,16/12/2021 19:00,16/12/2021 23:00,4,4565.868839,1141.46721,CantwellCreek_plus_Windy,,
987,351,16/12/2021 23:00,17/12/2021 3:00,4,9089.810025,2272.452506,CantwellCreek_plus_Windy,,
988,352,17/12/2021 3:00,17/12/2021 7:00,4,6453.946505,1613.486626,CantwellCreek_plus_Windy,,
989,352,17/12/2021 7:00,17/12/2021 11:00,4,408.8304524,102.2076131,CantwellCreek_plus_Windy,,
990,352,17/12/2021 11:00,17/12/2021 15:00,4,2292.689485,573.1723713,CantwellCreek_plus_Windy,,
991,352,17/12/2021 15:00,17/12/2021 19:00,4,664.281439,166.0703597,CantwellCreek_plus_Windy,,
992,352,17/12/2021 19:00,17/12/2021 23:00,4,5981.884752,1495.471188,CantwellCreek_plus_Windy,,
993,352,17/12/2021 23:00,18/12/2021 3:00,4,6449.919967,1612.479992,CantwellCreek_plus_Windy,,
994,353,18/12/2021 3:00,18/12/2021 7:00,4,8565.029047,2141.257262,CantwellCreek_plus_Windy,,
995,353,18/12/2021 7:00,18/12/2021 11:00,4,2.022017332,0.505504333,CantwellCreek_plus_Windy,,
996,353,18/12/2021 11:00,18/12/2021 15:01,4.016666667,6697.077569,1674.269392,CantwellCreek_plus_Windy,,
997,353,18/12/2021 15:01,18/12/2021 19:00,3.983333333,695.8074182,173.9518545,CantwellCreek_plus_Windy,,
998,353,18/12/2021 19:00,18/12/2021 23:00,4,979.8957441,244.973936,CantwellCreek_plus_Windy,,
999,353,18/12/2021 23:00,19/12/2021 3:00,4,4700.864409,1175.216102,CantwellCreek_plus_Windy,,
1000,354,19/12/2021 3:00,19/12/2021 7:00,4,2.710998422,0.677749605,CantwellCreek_plus_Windy,,
1001,354,19/12/2021 7:00,19/12/2021 11:00,4,84.04327028,21.01081757,CantwellCreek_plus_Windy,,
1002,354,19/12/2021 11:00,19/12/2021 15:00,4,85.27268668,21.31817167,CantwellCreek_plus_Windy,,
1003,354,19/12/2021 15:00,19/12/2021 19:00,4,256.8097367,64.20243417,CantwellCreek_plus_Windy,,
1004,354,19/12/2021 19:00,19/12/2021 23:00,4,1720.030069,430.0075171,CantwellCreek_plus_Windy,,
1005,354,19/12/2021 23:00,20/12/2021 3:00,4,2732.579523,683.1448807,CantwellCreek_plus_Windy,,
1006,355,20/12/2021 3:00,20/12/2021 7:00,4,4172.641414,1043.160354,CantwellCreek_plus_Windy,,
1007,355,20/12/2021 7:00,20/12/2021 11:00,4,4.834535702,1.208633926,CantwellCreek_plus_Windy,,
1008,355,20/12/2021 11:00,20/12/2021 15:00,4,210.7809438,52.69523595,CantwellCreek_plus_Windy,,
1009,355,20/12/2021 15:00,20/12/2021 19:01,4.016666667,503.7355381,125.9338845,CantwellCreek_plus_Windy,,
1010,355,20/12/2021 19:01,20/12/2021 23:01,4,585.4999807,146.3749952,CantwellCreek_plus_Windy,,
1011,355,20/12/2021 23:01,21/12/2021 3:01,4,4045.743889,1011.435972,CantwellCreek_plus_Windy,,
1012,356,21/12/2021 3:01,21/12/2021 7:00,3.983333333,2706.126182,676.5315456,CantwellCreek_plus_Windy,,
1013,356,21/12/2021 7:00,21/12/2021 11:00,4,44.823359,11.20583975,CantwellCreek_plus_Windy,,
1014,356,21/12/2021 11:00,21/12/2021 15:00,4,10.80997771,2.702494427,CantwellCreek_plus_Windy,,
1015,356,21/12/2021 15:00,21/12/2021 19:00,4,19.2875839,4.821895976,CantwellCreek_plus_Windy,,
1016,356,21/12/2021 19:00,21/12/2021 23:00,4,2870.545762,717.6364406,CantwellCreek_plus_Windy,,
1017,356,21/12/2021 23:00,22/12/2021 3:00,4,3815.268641,953.8171602,CantwellCreek_plus_Windy,,
1018,357,22/12/2021 3:00,22/12/2021 7:00,4,2003.716065,500.9290162,CantwellCreek_plus_Windy,,
1019,357,22/12/2021 7:00,22/12/2021 11:00,4,130.7430121,32.68575303,CantwellCreek_plus_Windy,,
1020,357,22/12/2021 11:00,22/12/2021 15:00,4,1.244134144,0.311033536,CantwellCreek_plus_Windy,,
1021,357,22/12/2021 15:00,22/12/2021 19:00,4,709.9809426,177.4952357,CantwellCreek_plus_Windy,,
1022,357,22/12/2021 19:00,22/12/2021 23:01,4.016666667,3.583435597,0.895858899,CantwellCreek_plus_Windy,,
1023,357,22/12/2021 23:01,23/12/2021 3:00,3.983333333,6.596622716,1.649155679,CantwellCreek_plus_Windy,,
1024,358,23/12/2021 3:00,23/12/2021 7:00,4,6.054425002,1.513606251,CantwellCreek_plus_Windy,,
1025,358,23/12/2021 7:00,23/12/2021 11:00,4,3.583435597,0.895858899,CantwellCreek_plus_Windy,,
1026,358,23/12/2021 11:00,23/12/2021 15:00,4,71.44144601,17.8603615,CantwellCreek_plus_Windy,,
1027,358,23/12/2021 15:00,23/12/2021 19:00,4,7.31273899,1.828184748,CantwellCreek_plus_Windy,,
1028,358,23/12/2021 19:00,23/12/2021 23:01,4.016666667,73.64769046,18.41192261,CantwellCreek_plus_Windy,,
1029,358,23/12/2021 23:01,24/12/2021 3:00,3.983333333,202.168056,50.54201399,CantwellCreek_plus_Windy,,
1030,359,24/12/2021 3:00,24/12/2021 7:00,4,9.838831536,2.459707884,CantwellCreek_plus_Windy,,
1031,359,24/12/2021 7:00,24/12/2021 11:00,4,0.552728818,0.138182205,CantwellCreek_plus_Windy,,
1032,359,24/12/2021 11:00,24/12/2021 15:00,4,2651.102343,662.7755858,CantwellCreek_plus_Windy,,
1033,359,24/12/2021 15:00,24/12/2021 19:00,4,4614.902369,1153.725592,CantwellCreek_plus_Windy,,
1034,359,24/12/2021 19:00,24/12/2021 23:00,4,1833.179339,458.2948347,CantwellCreek_plus_Windy,,
1035,359,24/12/2021 23:00,25/12/2021 3:01,4.016666667,182.8235463,45.70588656,CantwellCreek_plus_Windy,,
1036,360,25/12/2021 3:01,25/12/2021 7:00,3.983333333,1667.653029,416.9132572,CantwellCreek_plus_Windy,,
1037,360,25/12/2021 7:00,25/12/2021 11:00,4,3.566862928,0.891715732,CantwellCreek_plus_Windy,,
1038,360,25/12/2021 11:00,25/12/2021 15:01,4.016666667,423.3825714,105.8456429,CantwellCreek_plus_Windy,,
1039,360,25/12/2021 15:01,25/12/2021 19:00,3.983333333,49.09217132,12.27304283,CantwellCreek_plus_Windy,,
1040,360,25/12/2021 19:00,25/12/2021 23:00,4,738.8864342,184.7216086,CantwellCreek_plus_Windy,,
1041,360,25/12/2021 23:00,26/12/2021 3:01,4.016666667,30.56287539,7.640718848,CantwellCreek_plus_Windy,,
1042,361,26/12/2021 3:01,26/12/2021 7:00,3.983333333,77.93496468,19.48374117,CantwellCreek_plus_Windy,,
1043,361,26/12/2021 7:00,26/12/2021 11:01,4.016666667,425.063086,106.2657715,CantwellCreek_plus_Windy,,
1044,361,26/12/2021 11:01,26/12/2021 15:01,4,37.18446921,9.296117302,CantwellCreek_plus_Windy,,
1045,361,26/12/2021 15:01,26/12/2021 19:00,3.983333333,511.8723218,127.9680804,CantwellCreek_plus_Windy,,
1046,361,26/12/2021 19:00,26/12/2021 23:00,4,33.96341667,8.490854166,CantwellCreek_plus_Windy,,
1047,361,26/12/2021 23:00,27/12/2021 3:00,4,403.4140542,100.8535135,CantwellCreek_plus_Windy,,
1048,362,27/12/2021 3:00,27/12/2021 7:00,4,3.410515238,0.85262881,CantwellCreek_plus_Windy,,
1049,362,27/12/2021 7:00,27/12/2021 11:01,4.016666667,1827.343407,456.8358518,CantwellCreek_plus_Windy,,
1050,362,27/12/2021 11:01,27/12/2021 15:00,3.983333333,2984.248971,746.0622427,CantwellCreek_plus_Windy,,
1051,362,27/12/2021 15:00,27/12/2021 19:00,4,515.7013956,128.9253489,CantwellCreek_plus_Windy,,
1052,362,27/12/2021 19:00,27/12/2021 23:00,4,23.22805893,5.807014732,CantwellCreek_plus_Windy,,
1053,362,27/12/2021 23:00,28/12/2021 3:00,4,754.3487368,188.5871842,CantwellCreek_plus_Windy,,
1054,363,28/12/2021 3:00,28/12/2021 7:00,4,304.7979109,76.19947772,CantwellCreek_plus_Windy,,
1055,363,28/12/2021 7:00,28/12/2021 11:00,4,1712.854522,428.2136306,CantwellCreek_plus_Windy,,
1056,363,28/12/2021 11:00,28/12/2021 15:00,4,6569.173476,1642.293369,CantwellCreek_plus_Windy,,
1057,363,28/12/2021 15:00,28/12/2021 19:00,4,4111.174216,1027.793554,CantwellCreek_plus_Windy,,
1058,363,28/12/2021 19:00,28/12/2021 23:01,4.016666667,2002.619004,500.654751,CantwellCreek_plus_Windy,,
1059,363,28/12/2021 23:01,29/12/2021 3:00,3.983333333,330.764556,82.69113899,CantwellCreek_plus_Windy,,
1060,364,29/12/2021 3:00,29/12/2021 7:00,4,328.1822379,82.04555948,CantwellCreek_plus_Windy,,
1061,364,29/12/2021 7:00,29/12/2021 11:00,4,19.84854198,4.962135495,CantwellCreek_plus_Windy,,
1062,364,29/12/2021 11:00,29/12/2021 15:00,4,9.390553334,2.347638334,CantwellCreek_plus_Windy,,
1063,364,29/12/2021 15:00,29/12/2021 19:00,4,2538.899461,634.7248653,CantwellCreek_plus_Windy,,
1064,364,29/12/2021 19:00,29/12/2021 23:00,4,1358.649816,339.662454,CantwellCreek_plus_Windy,,
1065,364,29/12/2021 23:00,30/12/2021 3:00,4,1399.146427,349.7866067,CantwellCreek_plus_Windy,,
1066,365,30/12/2021 3:00,30/12/2021 7:00,4,38.8054794,9.70136985,CantwellCreek_plus_Windy,,
1067,365,30/12/2021 7:00,30/12/2021 11:00,4,537.6215456,134.4053864,CantwellCreek_plus_Windy,,
1068,365,30/12/2021 11:00,30/12/2021 15:00,4,10902.08218,2725.520546,CantwellCreek_plus_Windy,,
1069,365,30/12/2021 15:00,30/12/2021 19:00,4,10.75579674,2.688949185,CantwellCreek_plus_Windy,,
1070,365,30/12/2021 19:00,30/12/2021 23:00,4,858.8041544,214.7010386,CantwellCreek_plus_Windy,,
1071,365,30/12/2021 23:00,31/12/2021 3:00,4,10389.8247,2597.456174,CantwellCreek_plus_Windy,,
1072,1,31/12/2021 3:00,31/12/2021 7:00,4,1.243947555,0.310986889,CantwellCreek_plus_Windy,,
1073,1,31/12/2021 7:00,31/12/2021 11:00,4,4637.626845,1159.406711,CantwellCreek_plus_Windy,,
1074,1,31/12/2021 11:00,31/12/2021 15:00,4,11025.54735,2756.386838,CantwellCreek_plus_Windy,,
1075,1,31/12/2021 15:00,31/12/2021 19:00,4,280.2875976,70.07189941,CantwellCreek_plus_Windy,,
1076,1,31/12/2021 19:00,31/12/2021 23:00,4,15.41859395,3.854648488,CantwellCreek_plus_Windy,,
1077,1,31/12/2021 23:00,1/1/2022 3:00,4,66.52104004,16.63026001,CantwellCreek_plus_Windy,,
1078,2,1/1/2022 3:00,1/1/2022 7:00,4,960.1105895,240.0276474,CantwellCreek_plus_Windy,,
1079,2,1/1/2022 7:00,1/1/2022 11:00,4,1339.587168,334.8967921,CantwellCreek_plus_Windy,,
1080,2,1/1/2022 11:00,1/1/2022 15:00,4,177.7146393,44.42865983,CantwellCreek_plus_Windy,,
1081,2,1/1/2022 15:00,1/1/2022 19:00,4,1.343876974,0.335969244,CantwellCreek_plus_Windy,,
1082,2,1/1/2022 19:00,1/1/2022 23:00,4,6.817182502,1.704295626,CantwellCreek_plus_Windy,,
1083,2,1/1/2022 23:00,2/1/2022 3:01,4.016666667,103.1037631,25.77594076,CantwellCreek_plus_Windy,,
1084,3,2/1/2022 3:01,2/1/2022 7:01,4,6124.469629,1531.117407,CantwellCreek_plus_Windy,,
1085,3,2/1/2022 7:01,2/1/2022 11:00,3.983333333,4423.468919,1105.86723,CantwellCreek_plus_Windy,,
1086,3,2/1/2022 11:00,2/1/2022 15:00,4,977.0193409,244.2548352,CantwellCreek_plus_Windy,,
1087,3,2/1/2022 15:00,2/1/2022 19:00,4,2449.36646,612.3416149,CantwellCreek_plus_Windy,,
1088,3,2/1/2022 19:00,2/1/2022 23:01,4.016666667,8.813259909,2.203314977,CantwellCreek_plus_Windy,,
1089,3,2/1/2022 23:01,3/1/2022 3:00,3.983333333,12.25437395,3.063593487,CantwellCreek_plus_Windy,,
1090,4,3/1/2022 3:00,3/1/2022 7:00,4,5.389526895,1.347381724,CantwellCreek_plus_Windy,,
1091,4,3/1/2022 7:00,3/1/2022 11:00,4,268.9729634,67.24324085,CantwellCreek_plus_Windy,,
1092,4,3/1/2022 11:00,3/1/2022 15:00,4,29.49357147,7.373392867,CantwellCreek_plus_Windy,,
1093,4,3/1/2022 15:00,3/1/2022 19:01,4.016666667,301.7153912,75.42884781,CantwellCreek_plus_Windy,,
1094,4,3/1/2022 19:01,3/1/2022 23:00,3.983333333,254.1243117,63.53107793,CantwellCreek_plus_Windy,,
1095,4,3/1/2022 23:00,4/1/2022 3:00,4,184.842389,46.21059725,CantwellCreek_plus_Windy,,
1096,5,4/1/2022 3:00,4/1/2022 7:00,4,2.404347975,0.601086994,CantwellCreek_plus_Windy,,
1097,5,4/1/2022 7:00,4/1/2022 11:00,4,136.3619622,34.09049055,CantwellCreek_plus_Windy,,
1098,5,4/1/2022 11:00,4/1/2022 15:00,4,10.2258064,2.556451601,CantwellCreek_plus_Windy,,
1099,5,4/1/2022 15:00,4/1/2022 19:00,4,246.2549757,61.56374393,CantwellCreek_plus_Windy,,
1100,5,4/1/2022 19:00,4/1/2022 23:00,4,227.3944376,56.84860941,CantwellCreek_plus_Windy,,
1101,5,4/1/2022 23:00,5/1/2022 3:00,4,4339.641667,1084.910417,CantwellCreek_plus_Windy,,
1102,6,5/1/2022 3:00,5/1/2022 7:00,4,33.34872348,8.337180871,CantwellCreek_plus_Windy,,
1103,6,5/1/2022 7:00,5/1/2022 11:00,4,1.612901955,0.403225489,CantwellCreek_plus_Windy,,
1104,6,5/1/2022 11:00,5/1/2022 15:00,4,3141.750119,785.4375297,CantwellCreek_plus_Windy,,
1105,6,5/1/2022 15:00,5/1/2022 19:00,4,1683.535464,420.883866,CantwellCreek_plus_Windy,,
1106,6,5/1/2022 19:00,5/1/2022 23:00,4,814.7946814,203.6986703,CantwellCreek_plus_Windy,,
1107,6,5/1/2022 23:00,6/1/2022 3:00,4,2.052710436,0.513177609,CantwellCreek_plus_Windy,,
1108,7,6/1/2022 3:00,6/1/2022 7:02,4.033333333,8285.767945,2071.441986,CantwellCreek_plus_Windy,,
1109,7,6/1/2022 7:02,6/1/2022 11:00,3.966666667,9.575759981,2.393939995,CantwellCreek_plus_Windy,,
1110,7,6/1/2022 11:00,6/1/2022 15:00,4,9.082364497,2.270591124,CantwellCreek_plus_Windy,,
1111,7,6/1/2022 15:00,6/1/2022 19:00,4,133.3128052,33.32820129,CantwellCreek_plus_Windy,,
1112,7,6/1/2022 19:00,6/1/2022 23:00,4,129.3545881,32.33864702,CantwellCreek_plus_Windy,,
1113,349,14/12/2021 23:00,15/12/2021 3:00,4,3.890505693,0.972626423,SundayCreek_plus_Tekla,,
1114,350,15/12/2021 3:00,15/12/2021 7:00,4,3.608059825,0.902014956,SundayCreek_plus_Tekla,,
1115,350,15/12/2021 7:00,15/12/2021 11:00,4,3516.198289,879.0495723,SundayCreek_plus_Tekla,,
1116,350,15/12/2021 11:00,15/12/2021 15:00,4,7032.844238,1758.211059,SundayCreek_plus_Tekla,,
1117,350,15/12/2021 15:00,15/12/2021 19:00,4,5597.505139,1399.376285,SundayCreek_plus_Tekla,,
1118,350,15/12/2021 19:00,15/12/2021 23:00,4,4080.646537,1020.161634,SundayCreek_plus_Tekla,,
1119,350,15/12/2021 23:00,16/12/2021 3:00,4,867.2672604,216.8168151,SundayCreek_plus_Tekla,,
1120,351,16/12/2021 3:00,16/12/2021 7:00,4,338.9755929,84.74389821,SundayCreek_plus_Tekla,,
1121,351,16/12/2021 7:00,16/12/2021 11:00,4,4201.373699,1050.343425,SundayCreek_plus_Tekla,,
1122,351,16/12/2021 11:00,16/12/2021 15:00,4,5580.466578,1395.116645,SundayCreek_plus_Tekla,,
1123,351,16/12/2021 15:00,16/12/2021 19:02,4.033333333,1829.100306,457.2750766,SundayCreek_plus_Tekla,,
1124,351,16/12/2021 19:02,16/12/2021 23:01,3.983333333,308.7650724,77.19126811,SundayCreek_plus_Tekla,,
1125,351,16/12/2021 23:01,17/12/2021 3:00,3.983333333,4.79342678,1.198356695,SundayCreek_plus_Tekla,,
1126,352,17/12/2021 3:00,17/12/2021 7:00,4,5.060837114,1.265209278,SundayCreek_plus_Tekla,,
1127,352,17/12/2021 7:00,17/12/2021 11:00,4,3.600958566,0.900239641,SundayCreek_plus_Tekla,,
1128,352,17/12/2021 11:00,17/12/2021 15:00,4,2087.868822,521.9672055,SundayCreek_plus_Tekla,,
1129,352,17/12/2021 15:00,17/12/2021 19:01,4.016666667,1703.482358,425.8705894,SundayCreek_plus_Tekla,,
1130,352,17/12/2021 19:01,17/12/2021 23:02,4.016666667,386.3990223,96.59975557,SundayCreek_plus_Tekla,,
1131,352,17/12/2021 23:02,18/12/2021 3:01,3.983333333,593.2322567,148.3080642,SundayCreek_plus_Tekla,,
1132,353,18/12/2021 3:01,18/12/2021 7:00,3.983333333,4.42969579,1.107423948,SundayCreek_plus_Tekla,,
1133,353,18/12/2021 7:00,18/12/2021 11:00,4,3.688857894,0.922214473,SundayCreek_plus_Tekla,,
